symbol,name,sector,industry,current_price,market_cap,enterprise_value,pe_ratio,forward_pe,ps_ratio,pb_ratio,ev_ebitda,ev_revenue,peg_ratio,beta,revenue,gross_profit,ebitda,net_income,earnings_per_share,free_cash_flow,operating_cash_flow,total_debt,total_cash,shares_outstanding,roe,roa,debt_to_equity,current_ratio,quick_ratio,fifty_two_week_high,fifty_two_week_low,dividend_yield,payout_ratio,analyst_target_price,recommendation,gross_margin,ebitda_margin,net_margin,fcf_margin,fifty_two_week_position,net_debt,p_fcf,altman_z_score,z_score_zone
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,656.965,90653990912.0,99649388544.0,34.110332,19.56611,2.6746323,7.339817,19.914,2.94,1.62,1.24,33894000640.0,8760999936.0,5004000256.0,2672999936.0,19.26,1688625024.0,3932999936.0,8240000000.0,3182000128.0,137989067.0,0.21993999,0.07273,61.621,1.709,0.955,718.08,307.9,1.18,0.4062,725.12366,buy,0.2584823204865555,0.1476367546324564,0.0788635122891176,0.049820764504476,85.10044370764055,5057999872.0,53.68509059928216,5.246,safe
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,96.115,122635747328.0,187707424768.0,42.1557,11.483246,0.30234295,1.5796696,12.179,0.463,0.25,0.623,405617999872.0,54302998528.0,15411999744.0,2932000000.0,2.28,5201625088.0,10332000256.0,78345003008.0,11802000384.0,1275927307.0,0.037520003,0.026659999,100.912,0.866,0.611,98.43,58.5,2.81,1.1667,102.84615,strong_buy,0.1338771912122644,0.0379963407660989,0.0072284760561051,0.0128239503415565,94.20235411970948,66543002624.0,23.57643064188193,2.353,grey
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,185.07,130987114496.0,146089312256.0,35.935925,20.334457,5.286428,2.4736028,18.411,5.896,1.13,0.834,24778000384.0,14616999936.0,7935000064.0,3675000064.0,5.15,4568500224.0,6439000064.0,19683999744.0,5701000192.0,707770627.0,0.0708,0.0419,37.17,1.868,1.402,242.8,160.93,0.86,0.2636,244.27274,strong_buy,0.5899184643422112,0.3202437622498343,0.1483170557367927,0.1843772763418809,29.485770123366294,13982999552.0,28.67179676401609,3.888,safe
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,198.13,22692820992.0,30074341376.0,20.85579,17.4192,1.7779049,10.800807,14.972,2.356,1.73,0.587,12763799552.0,2745100032.0,2008700032.0,1109900032.0,9.5,678150016.0,1735000064.0,8156800000.0,240400000.0,114535003.0,0.51539004,0.07255,387.681,0.387,0.133,228.27,169.0,3.1,0.6217,225.42308,buy,0.2150691900806184,0.1573747710324431,0.0869568679356208,0.0531307322116115,49.14796693099374,7916400000.0,33.46283213003714,2.57,grey
DDOG,"Datadog, Inc.",Technology,Software - Application,232.19,82650398720.0,83238338560.0,595.359,81.58181,22.50809,20.716452,2403.024,22.668,1.68,1.553,3672030976.0,2934170880.0,34639000.0,135672992.0,0.39,936726528.0,1113216000.0,1285052032.0,4758617088.0,330825798.0,0.039300002,-0.0021600001,32.221,3.397,3.285,278.705,98.01,0.0,0.0,225.33856,strong_buy,0.7990594031415926,0.0094331992911815,0.0369476708902359,0.2550976650584769,74.2577271092172,-3473565056.0,82.00306038265632,18.367,safe
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,192.635,12364276736.0,26695270400.0,18.558285,11.21165,0.8936898,-16.875603,9.559,1.93,0.58,0.908,13835087872.0,4490015232.0,2792761088.0,756416000.0,10.38,999662976.0,2027321984.0,13220841472.0,666545984.0,64185000.0,0.80981004,0.07496,1261.331,1.417,1.283,202.69,101.0,0.0,0.0,193.7143,none,0.3245382518377112,0.2018607408813138,0.054673740203043,0.0722556289666332,90.11210541842854,12554295488.0,12.36844593812385,1.646,distress
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,107.715,14959561728.0,13600413696.0,15.344017,12.9816675,2.7336903,6.032088,10.16,2.485,1.46,1.146,5472295936.0,3157725952.0,1338675968.0,1024070976.0,7.02,858725120.0,1181954944.0,375193984.0,1907249024.0,138880957.0,0.40859002,0.2175,15.01,3.545,2.771,126.5,78.91,0.0,0.0,126.85714,buy,0.5770385938425974,0.244627846091692,0.1871373529459646,0.156922273583707,60.52742172725364,-1532055040.0,17.42066458153105,11.746,safe
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,589.3,159074123776.0,199381467136.0,33.42598,25.785273,3.3604605,5.804367,23.146,4.212,1.78,0.928,47337000960.0,12291000320.0,8613999616.0,4783000064.0,17.63,1098749952.0,7933000192.0,48473001984.0,8830000128.0,269937425.0,0.18349001,0.03828,376.022,2.213,1.972,674.19,433.0,1.1,0.3671,642.90393,buy,0.2596489019316191,0.1819718072819795,0.101041467921503,0.0232112286312444,64.80368174468258,39643001856.0,144.7773665545516,3.202,safe
DELL,Dell Technologies Inc.,Technology,Computer Hardware,391.11,254052630528.0,293493440512.0,31.213886,18.333609,1.8958869,-180.8183,21.086,2.19,0.71,1.378,134001999872.0,25693999104.0,13918999552.0,8408999936.0,12.53,-128125000.0,12469999616.0,31160999936.0,11578000384.0,325034188.0,0.24763,0.06944,55.606,0.946,0.612,469.47,109.17,0.6,0.1757,483.82608,buy,0.1917434003115114,0.1038715807621943,0.0627527943167442,-0.0009561424465484,78.25145711906744,19582999552.0,-992.1882635604292,3.058,safe
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,79.195,52030668800.0,68301082624.0,11.561314,9.825645,0.7982857,2.539685,8.785,1.048,0.21,1.313,65178001408.0,12970999808.0,7775000064.0,4476000256.0,6.85,3093374976.0,8396000256.0,21398999040.0,5053000192.0,656994340.0,0.2499,0.04341,105.021,0.418,0.28,83.83,45.28,0.94,0.103999995,81.812,strong_buy,0.199008860778108,0.119288715456772,0.0686734812253787,0.0474604146978387,87.97665369649805,16345998848.0,16.82003221723224,1.58,distress
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,44.8,51672461312.0,35517186048.0,12.479109,8.257775,3.2289233,1.8032522,5.284,2.219,2.92,0.419,16003000320.0,7510000128.0,6721999872.0,2268000000.0,3.59,1600499968.0,6424000000.0,8702000128.0,1763000064.0,1153403107.0,0.15178001,0.060739998,56.404,1.006,0.848,52.71,31.32,2.26,0.2674,61.36,strong_buy,0.469287007300391,0.4200462249319007,0.1417234240235271,0.1000124936571894,63.02010285179989,6939000064.0,32.28519851716735,3.298,safe
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,73.4751,28352055296.0,26980118528.0,31.534378,23.95034,5.884733,9.589545,20.878,5.6,1.37,1.443,4817900032.0,2963200000.0,1292300032.0,930400000.0,2.33,1056637504.0,1782499968.0,1384800000.0,2415200000.0,385872977.0,0.35624,0.09651,46.833,1.948,1.583,89.98,54.11,0.0,0.0,82.79167,strong_buy,0.6150397435228477,0.2682289012674972,0.1931131808091447,0.2193149498706743,53.98689712851964,-1030400000.0,26.832338872170773,6.965,safe
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,197.08,55441227776.0,76980723712.0,203.17525,11.255096,3.8343751,1.5200574,7.585,5.324,56.78,0.391,14458999808.0,10446000128.0,10149000192.0,279000000.0,0.97,1397250048.0,8231000064.0,13898000384.0,174000000.0,281313297.0,0.0047400002,-0.00122,32.594,0.561,0.485,214.51,134.3,2.17,4.1327,233.10345,buy,0.7224566198707844,0.7019157844088686,0.0192959405010595,0.0966353182484252,78.26954245106597,13724000384.0,39.67881386164032,1.535,distress
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,188.1,67283197952.0,86058164224.0,49.8939,65.674164,10.656112,2.8993328,29.792,13.63,12.63,1.046,6314048000.0,3494372096.0,2888658944.0,1337165056.0,3.77,3278001664.0,2545472000.0,19452149760.0,2464262912.0,351406070.0,0.05688,0.01255,76.592,1.227,1.119,208.14,146.23,2.59,1.2944,218.72414,buy,0.5534281804636265,0.4574971466799112,0.2117761942893053,0.5191600798726902,67.63043127120014,16987886848.0,20.16456626392976,,not applicable
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,103.86,22910128128.0,37280415744.0,14.69024,12.981412,0.5318616,2.590671,11.005,0.865,1.55,0.256,43075354624.0,13278872576.0,3387527936.0,1564509952.0,7.07,1882562304.0,3503533056.0,15798401024.0,1353112960.0,220586647.0,0.1891,0.04632,178.649,1.169,0.188,158.23,95.11,2.28,0.33380002,131.24138,buy,0.3082707662399952,0.0786419047636254,0.0363203034694997,0.0437039304825851,13.862484157160964,14445288064.0,12.169652557443325,2.473,grey
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,109.42,21027743744.0,27584917504.0,17.563402,14.331462,1.0648091,5.7845206,11.468,1.397,1.36,0.659,19747899392.0,7304900096.0,2405299968.0,1259100032.0,6.23,1443624960.0,2615200000.0,7593299968.0,1007299968.0,192174588.0,0.33976,0.067389995,216.518,1.161,0.316,142.4,84.71,0.0,0.0,124.3913,hold,0.3699077026369327,0.1218002948189214,0.0637586817213616,0.0731027098803643,42.83237996186514,6586000000.0,14.565932289616272,3.601,safe
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,67.475,59345104896.0,115897786368.0,19.904129,17.689451,3.4010603,2.106487,14.065,6.642,2.9,0.642,17449000960.0,8247000064.0,8240000000.0,2924000000.0,3.39,-9948250112.0,5059999744.0,52214001664.0,352000000.0,879512484.0,0.09787,0.03086,154.901,0.777,0.316,68.97,53.36,4.02,0.78760004,69.25,hold,0.4726345125950408,0.4722333398278407,0.1675740637932774,-0.5701329339602489,90.42280589365788,51862001664.0,-5.965381267034634,0.746,distress
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,314.74,10468840448.0,15131208704.0,18.119745,15.03207,2.1027968,-2.6991055,14.809,3.039,1.49,0.971,4978531840.0,1428877056.0,1021726976.0,591864000.0,17.37,524712736.0,774940992.0,5135773184.0,232922000.0,33261870.0,0.30857,0.32489,121.351,1.603,0.911,496.0,297.48,2.59,0.41509998,404.31033,buy,0.2870077167167419,0.2052265625361552,0.1188832408873375,0.1053950748660874,8.69433810195446,4902851184.0,19.951566343912795,2.943,grey
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,156.31,68107190272.0,67511496704.0,74.080574,20.079,4.6265326,6.682199,50.009,4.586,3.16,1.811,14721000448.0,7619999744.0,1350000000.0,926000000.0,2.11,2295624960.0,2390000128.0,3287000064.0,5533000192.0,411336610.0,0.09922,0.03309,32.194,1.426,1.123,285.5,143.3,0.0,0.0,245.9857,buy,0.5176278453979163,0.0917057237222903,0.0629033334569191,0.155942183964262,9.14908579465541,-2246000128.0,28.00807040758957,4.966,safe
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,214.83,28929310720.0,30394370048.0,26.820225,18.575233,3.4938211,3.8624597,16.289,3.671,1.76,1.173,8280135168.0,3315464960.0,1865912960.0,1096936960.0,8.01,840764352.0,1367559936.0,3290113024.0,1641916032.0,134661414.0,0.14998001,0.07056,43.927,1.865,1.247,237.54,158.97,0.97,0.2594,249.207,buy,0.4004119368501594,0.2253481280367427,0.1324781465210013,0.1015399308032165,71.09583810614741,1648196992.0,34.40834700092042,5.527,safe
DOW,Dow Inc.,Basic Materials,Chemicals,34.055,24544849920.0,41893593088.0,29.881052,15.916973,0.6240586,1.6096328,15.857,1.065,38.89,0.405,39331000320.0,2460000000.0,2641999872.0,-2859000064.0,-4.0,-675875008.0,2064999936.0,19634999296.0,4329999872.0,720741438.0,-0.15262,-0.00135,117.133,1.848,0.903,42.74,20.402,4.02,7.0,42.625,buy,0.0625460827333465,0.0671734725917085,-0.0726907538770679,-0.01718428218202,61.12006446414181,15304999424.0,-36.31566396236684,1.522,distress
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,146.57,41564266496.0,46817591296.0,13.775376,12.177544,1.2463647,1.767714,10.968,1.404,1.23,1.382,33348399104.0,7202100224.0,4268600064.0,3172600064.0,10.64,2875425024.0,3651899904.0,6643400192.0,1917900032.0,283579613.0,0.13084,0.07298,27.453,6.37,0.432,184.55,119.54,1.23,0.1596,165.2857,hold,0.2159653961660828,0.1280001492931635,0.0951350034556669,0.0862237798891853,41.57821873557912,4725500160.0,14.454998315202111,5.99,safe
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,146.375,30450145280.0,56430882816.0,24.074837,17.52633,1.8437872,2.4710064,15.909,3.417,1.98,0.393,16515000320.0,4737999872.0,3547000064.0,1262000000.0,6.08,-2188124928.0,3295000064.0,26972000256.0,238000000.0,208028313.0,0.10423,0.027780002,218.787,0.953,0.509,154.63,126.23,3.21,0.7418,158.89285,buy,0.2868906921098988,0.2147744471857206,0.0764153784769651,-0.1324931810839952,70.93309859154931,26734000256.0,-13.916090404951046,1.02,distress
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,124.914,97382481920.0,187033403392.0,19.188019,17.428345,2.9763281,1.8170366,11.35,5.716,2.56,0.379,32718999552.0,16702999552.0,16478000128.0,5062000128.0,6.51,-2246500096.0,11665000448.0,91208998912.0,2140000000.0,779596217.0,0.09661,0.02782,161.495,0.661,0.299,134.49,113.66,3.5,0.65230006,138.61111,buy,0.5104984804151508,0.5036217596388199,0.1547113358388299,-0.0686604152559633,54.027844455112806,89068998912.0,-43.34853224521652,0.712,distress
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,47.06,19062040576.0,22237749248.0,123.84211,17.978918,2.7554264,1.373814,14.319,3.214,1.72,1.076,6918000128.0,2422000128.0,1552999936.0,132000000.0,0.38,-124750000.0,1214000000.0,3216999936.0,710000000.0,405058202.0,0.00896,0.01983,22.594,2.683,1.076,52.66,27.447699,1.68,3.2104998,57.06667,strong_buy,0.3501011973383993,0.2244868325044356,0.0190806587970042,-0.0180326680676233,77.78861992802642,2506999936.0,-152.8019157204008,0.536,distress
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,397.485,154343424000.0,183672258560.0,38.93095,25.282602,5.4113812,7.8263564,28.957,6.44,3.15,1.192,28522000384.0,10583000064.0,6343000064.0,3988999936.0,10.21,2646500096.0,4741000192.0,21833000960.0,751000000.0,388300000.0,0.20844999,0.07022,110.463,1.193,0.686,435.43,311.92,1.05,0.4129,451.73297,buy,0.3710469084046696,0.2223897334900197,0.1398569484010564,0.0927880253968655,69.27779127196179,21082000960.0,58.319826148232266,5.807,safe
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,109.85,48773398528.0,51808600064.0,25.369514,16.242767,4.203154,11.104933,17.38,4.465,1.7,1.372,11603999744.0,8329999872.0,2980999936.0,2007000064.0,4.33,1200375040.0,2172999936.0,7206000128.0,3860000000.0,444000000.0,0.42875,0.085930005,163.327,1.219,1.109,119.31,72.84,1.14,0.2725,108.12963,hold,0.7178559165607648,0.2568941745747077,0.1729576101583202,0.1034449385110224,79.64278028835807,3346000128.0,40.63180120772921,6.554,safe
SATS,EchoStar Corporation,Communication Services,Telecom Services,114.01,33041637376.0,63894368256.0,22.744318,-1000.0877,2.232133,5.8568788,40.248,4.316,1.33,0.963,14802719744.0,4008929024.0,1587501952.0,-14441396224.0,-50.21,-457875616.0,-67845000.0,29242023936.0,1516103040.0,158465020.0,-1.1228399,0.00397,515.06,0.302,0.236,147.25,14.9,0.0,0.0,137.6,none,0.2708238143618806,0.1072439375638023,-0.9755907342536526,-0.0309318573828698,74.88477521722704,27725920896.0,-39.45743406916869,-0.751,distress
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,259.5653,73051414528.0,80352796672.0,35.076393,27.010115,4.4401946,7.3022366,19.885,4.884,2.36,0.913,16452299776.0,7300599808.0,4040900096.0,2105699968.0,7.4,1586424960.0,3029100032.0,9266499584.0,519800000.0,281437502.0,0.22427,0.08009,92.369,0.991,0.682,309.27,243.15,1.15,0.3735,316.42856,buy,0.4437434223420753,0.2456130845545808,0.1279881838204599,0.0964257265913801,24.8265275257108,8746699584.0,46.0478191403901,4.739,safe
EIX,Edison International,Utilities,Utilities - Regulated Electric,73.655,28341997568.0,71808049152.0,8.005979,11.308799,1.4453566,1.6442684,8.376,3.662,3.35,0.661,19608999936.0,11505999872.0,8573000192.0,3552999936.0,9.2,-1134000000.0,6002999808.0,42696998912.0,168000000.0,384793941.0,0.18864,0.039,226.101,0.74,0.285,76.22,47.73,4.89,0.3707,74.96429,hold,0.5867713758760451,0.4371972165832333,0.1811923069812998,-0.0578305881840561,90.99684099684102,42528998912.0,-24.99294331953704,0.823,distress
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,85.68,49334542336.0,47385108480.0,46.313515,25.441998,7.826532,4.7868595,24.892,7.517,2.07,0.866,6303499776.0,4908299776.0,1903600000.0,1075600000.0,1.85,902137472.0,1358599936.0,702899968.0,3671500032.0,575800000.0,0.1046,0.08269,6.806,4.421,3.296,89.445,72.3,0.0,0.0,96.92308,buy,0.778662639869982,0.3019909681361112,0.1706353673708768,0.1431169198156881,78.0402449693789,-2968600064.0,54.686281782118456,11.47,safe
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,203.34,50987806720.0,49876852736.0,57.767044,21.175028,6.77039,7.536973,33.587,6.623,1.25,0.645,7530999808.0,5946999808.0,1484999936.0,887000000.0,3.52,2219124992.0,2552999936.0,1854000000.0,2980000000.0,250751484.0,0.1349,0.05696,27.41,1.046,0.951,204.89,145.54,0.37,0.2165,202.8,hold,0.7896693612556789,0.1971849653245934,0.1177798463170535,0.2946653895333627,97.38837405223256,-1126000000.0,22.97653667115295,6.409,safe
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,414.57,90029015040.0,83823968256.0,17.581425,14.174545,0.4492107,2.0526316,9.814,0.418,1.42,0.682,200416002048.0,51889999872.0,8541000192.0,5242999808.0,23.58,4298625024.0,7605000192.0,31842000896.0,37072998400.0,217162380.0,0.12086,0.03979,72.299,1.479,1.332,416.56,273.71,1.68,0.2903,407.61905,buy,0.2589114608701368,0.0426163584979327,0.0261605847558234,0.0214485119954167,98.60693034651732,-5230997504.0,20.943675564617006,,
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,820.145,36523163648.0,37172277248.0,27.558636,25.10548,2.057958,9.426305,20.084,2.095,0.45,1.124,17747283968.0,3424219904.0,1850836992.0,1337624064.0,29.76,891520000.0,1194150016.0,516518016.0,916419968.0,44440278.0,0.39229,0.117539994,13.355,1.26,1.215,951.96,455.14,0.15,0.038599998,1000.1429,buy,0.1929433208018864,0.1042884643834645,0.0753706351017913,0.0502341654986471,73.4682581216537,-399901952.0,40.88239388943602,7.471,safe
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,138.2,77405814784.0,91849809920.0,31.990738,19.316893,4.226131,3.8125188,15.634,5.015,1.66,1.246,18315999232.0,9646999552.0,5874999808.0,2438000128.0,4.32,3272250112.0,3558000128.0,14056999936.0,1791000064.0,560100000.0,0.12328,0.06678,69.182,0.868,0.588,165.15,121.56,1.56,0.50119996,163.72444,buy,0.52669796661411,0.3207578103484384,0.1331076779988369,0.1786552876832966,38.17389309474647,12265999872.0,23.655227244438706,4.161,safe
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,111.46,51036065792.0,80829087744.0,28.433672,22.050983,3.840926,2.941751,14.722,6.083,2.13,0.497,13287438336.0,6241911808.0,5490236928.0,1782428032.0,3.92,-3913097728.0,5443426816.0,34058442752.0,3572052992.0,457886847.0,0.10751,0.027660001,192.883,0.957,0.613,118.45,80.11,2.34,0.6327,122.2381,buy,0.4697603593830894,0.4131900212191509,0.1341438422461628,-0.294496021659656,81.76838810641625,30486389760.0,-13.042369885483218,1.122,distress
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,139.24,74163200000.0,79493709824.0,13.691249,9.397479,3.1465082,2.409497,6.316,3.373,1.13,0.256,23569999872.0,14611999744.0,12586000384.0,5496999936.0,10.17,2864250112.0,10721000448.0,8305999872.0,3848999936.0,532628530.0,0.18195,0.08968,26.873,1.716,1.425,151.87,101.59,2.9,0.3923,160.17857,buy,0.6199405949661602,0.533983897002543,0.2332201937145602,0.1215210066845434,74.88066825775658,4456999936.0,25.892709650769493,3.774,safe
EQT,EQT Corporation,Energy,Oil & Gas E&P,54.19,33894651904.0,43885535232.0,10.282732,11.694102,3.6196277,1.3493861,5.725,4.687,2.48,0.543,9364126720.0,7581796864.0,7665675776.0,3284336896.0,5.27,2503225856.0,6439832064.0,5992411136.0,326568000.0,625478000.0,0.13402,0.07727,20.816,0.658,0.541,68.24,48.47,1.19,0.1224,70.04167,buy,0.8096640605905854,0.8186215335625018,0.3507360583860189,0.2673208010581044,28.93272635306019,5665843136.0,13.540389389458271,2.028,grey
EFX,Equifax Inc.,Industrials,Consulting Services,171.325,20667721728.0,25626990592.0,30.162853,16.67231,3.2903051,4.5013266,13.286,4.08,1.74,1.314,6281399808.0,3525400064.0,1928899968.0,698700032.0,5.68,1024662528.0,1633699968.0,5308100096.0,183400000.0,119072409.0,0.1437,0.0627,113.353,0.607,0.512,275.91,156.47,1.31,0.36270002,223.7143,buy,0.5612443359376751,0.3070812282229432,0.1112331730755515,0.1631264621454262,12.437206965840575,5124700096.0,19.9090724160111,3.245,safe
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,1088.025,107305648128.0,129412595712.0,75.088,56.599197,11.264503,7.5048633,30.222,13.585,3.52,0.97,9525999616.0,4915999744.0,4281999872.0,1422000000.0,14.49,2725125120.0,3819000064.0,23335999488.0,1362000000.0,98624248.0,0.10059,0.03495,162.961,1.178,0.554,1128.68,710.52,1.81,1.3299,1197.1072,buy,0.516061299828631,0.4495066181619296,0.1492756726140938,0.2860723524933637,90.27764492060456,21973999488.0,39.37641124903653,2.708,not applicable
EQR,Equity Residential,Real Estate,REIT - Residential,68.69,26540169216.0,34416979968.0,27.476002,42.349476,8.525606,2.415685,18.188,11.056,16.1,0.764,3112995072.0,1954185984.0,1892307968.0,952153984.0,2.5,1416540928.0,1623752960.0,8643318784.0,34677000.0,374712144.0,0.08671,0.02706,78.42,0.115,0.029,70.21,57.57,4.14,1.1118,70.83333,buy,0.6277510689229899,0.607873743527725,0.3058642760357059,0.4550411726446832,87.97468354430382,8608641784.0,18.170302504213986,2.121,not applicable
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,226.55,11846269952.0,11244707840.0,20.765354,16.170593,2.8965614,5.0334377,13.598,2.749,2.67,0.307,4089769984.0,732595008.0,826961984.0,571392000.0,10.91,447472992.0,660430976.0,49621000.0,283062016.0,46189068.0,0.2585,0.14840999,2.108,1.29,1.157,380.67,204.63,2.67,0.5179,,none,0.1791286578135343,0.2022025657274714,0.139712502716632,0.109412752734409,12.451715519200189,-233441016.0,23.38494957791777,,not applicable
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,287.725,19831789568.0,25296734208.0,32.401463,48.637856,10.087267,3.4041433,19.785,12.867,7.02,0.729,1966022016.0,1354258048.0,1278588032.0,572742016.0,8.88,983003264.0,1080088960.0,6857027072.0,41705000.0,64261739.0,0.105579995,0.03174,121.856,0.3,0.063,294.09,238.46,3.64,1.1586,284.58698,hold,0.6888315781708927,0.6503426826325022,0.2913202453171308,0.4999960610817494,88.55833183534072,6815322072.0,18.80940738542146,1.863,not applicable
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,83.29,30133899264.0,36166799360.0,22.849333,26.201958,2.0315444,7.546435,15.39,2.438,1.42,1.249,14833000448.0,11073000448.0,2350000128.0,-248000000.0,-0.7,1807624960.0,1798000000.0,9299999744.0,3126000128.0,247287571.0,-0.05949,0.04874,232.908,1.268,0.824,121.64,66.22,1.69,4.7143,95.43478,buy,0.7465111652102069,0.1584305303730278,-0.0167194763371991,0.1218650917147198,30.80115481775533,6173999616.0,11.394278262560617,2.681,grey
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,333.85,13210979328.0,12594126848.0,6.7980046,5.5090184,0.7620107,0.8689575,11.172,0.726,0.97,0.305,17336999936.0,2684999936.0,,2010000000.0,49.11,3993250048.0,2788999936.0,3588999936.0,3638000128.0,39571602.0,0.13822,0.02655,23.471,0.382,0.24,368.29,302.44,2.5,0.16290002,388.13333,buy,0.1548710818429803,,0.1159370137520891,0.2303310874281126,47.69931662870162,-49000192.0,3.308327595041702,,not applicable
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,83.63,19277803520.0,34784210944.0,22.24202,18.372345,3.1965582,1.8980503,12.481,5.768,2.25,0.534,6030799872.0,3156000000.0,2787000064.0,882099968.0,3.76,-1101750016.0,1958099968.0,15876299776.0,18400000.0,230513025.0,0.08866999,0.028970001,155.555,0.446,0.052,85.27,64.7,3.39,0.72470003,90.625,none,0.5233136676699857,0.4621277646667696,0.1462658331766974,-0.1826872122079928,92.0272241127856,15857899776.0,-17.497439528741516,0.868,distress
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,71.4,26852114432.0,56505552896.0,15.28908,14.387909,1.9271965,1.6239084,11.535,4.055,2.9,0.727,13933251584.0,7452936192.0,4898722816.0,1748424960.0,4.67,587291392.0,4397302784.0,30339694592.0,270184000.0,376080025.0,0.10912,0.03292,181.822,0.651,0.313,76.41,61.53,4.51,0.65199995,72.16667,hold,0.5349028650683697,0.3515850400365526,0.1254857812233701,0.0421503472078553,66.33064516129036,30069510592.0,45.72196042846138,0.765,distress
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,45.96,47026642944.0,96193781760.0,16.835165,15.131212,1.8973067,1.6041884,11.661,3.881,2.9,0.41,24785999872.0,10568999936.0,8248999936.0,2779000064.0,2.73,-2807749888.0,6777999872.0,51241000960.0,713000000.0,1023208142.0,0.09764,0.028399998,174.794,0.939,0.596,50.65,42.11,3.76,0.5934,49.33333,hold,0.4264100698208863,0.3328088428386804,0.1121197481784607,-0.1132796700758411,45.08196721311478,50528000960.0,-16.74887297024086,0.77,distress
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,93.04,22257852416.0,25182973952.0,6.9226193,9.711768,1.7179571,1.142815,3.392,1.944,21.19,0.322,12956000256.0,6213000192.0,7424000000.0,3227000064.0,13.44,1695624960.0,5880999936.0,5058999808.0,2220000000.0,239228849.0,0.17568001,0.09668,25.883,1.111,0.889,126.621,90.79,3.42,0.2374,130.04,buy,0.4795461615650033,0.5730163517526871,0.2490737882245376,0.1308756503933184,6.279478663726942,2838999808.0,13.12663627631431,2.367,grey
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,227.93,27356631040.0,27442616320.0,20.15296,9.868073,1.8032187,47.485413,10.567,1.809,0.74,1.257,15171000320.0,13694999552.0,2596999936.0,1488000000.0,11.31,3478249984.0,4858999808.0,4710000128.0,5793999872.0,114498625.0,0.71494,0.05825,256.536,0.731,0.568,303.8,160.0,0.77,0.14840001,286.32352,buy,0.9027090675059718,0.1711818522985833,0.0980818646505703,0.2292696533276455,47.23922114047288,-1083999744.0,7.503104065636359,1.503,distress
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,160.77,21027291136.0,20194322432.0,25.930647,23.565437,1.8798617,9.291452,17.752,1.805,3.63,1.047,11185552384.0,1523425024.0,1137555968.0,836147008.0,6.2,783248512.0,973113024.0,564980992.0,1316497024.0,130791133.0,0.36641,0.14173001,24.708,1.789,1.652,167.19,110.48,1.01,0.2488,146.38461,hold,0.1361957793143173,0.101698684959643,0.0747524109042695,0.0700232304235928,88.67924528301889,-751516032.0,26.846256494911795,9.11,safe
