symbol,name,sector,pe_ratio,forward_pe,ps_ratio,pb_ratio,ev_ebitda,ev_revenue,gross_margin,ebitda_margin,net_margin,roe,roa,debt_to_equity,current_ratio,beta,revenue,market_cap,fifty_two_week_position
HPQ,HP Inc.,Technology,9.387036,8.420294,0.40368843,-161.4331,6.624,0.544,0.2031454137454449,0.0820662885432558,0.0444641828095691,0.24763,0.058790002,55.606,0.794,1.184,57416998912.0,23178577920.0,64.39205955334988
HUBB,Hubbell Incorporated,Industrials,28.185358,21.928741,4.2077074,6.69471,19.005,4.649,0.3568486072184476,0.2446089972678134,0.1508146991414067,0.25822002,0.10195,72.468,1.579,0.911,5996100096.0,25229834240.0,52.318052598598655
HUM,Humana Inc.,Healthcare,36.818035,21.955568,0.3018908,2.2292476,10.253,0.251,0.1400583005290109,0.0245043720620081,0.0082361515420275,0.062800005,0.036429998,77.073,1.771,0.771,137200001024.0,41419415552.0,96.3474068972824
HII,"Huntington Ingalls Industries, Inc.",Industrials,19.105196,14.444754,0.90228444,2.2509718,12.628,1.115,0.1244454827806384,0.0882558923232438,0.0470853746521715,0.12198,0.040999997,56.946,1.191,0.232,12849000448.0,11593453568.0,32.32088181261483
IBM,International Business Machines Corporation,Technology,25.128433,21.1359,3.8694181,8.086538,20.572,4.959,0.5835788262630458,0.2410500634392326,0.1557516226546712,0.35772,0.05369,211.169,0.796,0.665,68910997504.0,266645471232.0,59.4072594072594
IEX,IDEX Corporation,Industrials,31.947563,23.432497,4.534814,3.9680953,18.201,4.906,0.4443500405708623,0.2695674367939032,0.1438202896808162,0.12748,0.06757,46.915,3.393,0.991,3530099968.0,16008346624.0,88.64114114114115
IDXX,"IDEXX Laboratories, Inc.",Healthcare,41.360764,34.083458,9.987375,28.664831,29.403,10.223,0.6205308195890291,0.3476952257767039,0.2463359558091011,0.72915,0.26463,71.04,1.119,1.543,4446094848.0,44404817920.0,21.29091116432886
ITW,Illinois Tool Works Inc.,Industrials,23.53296,20.823662,4.4952574,22.680088,17.041,4.967,0.4412181945126578,0.2914740209155839,0.1932063491662679,0.96848,0.17045,283.22,1.188,1.03,16220999680.0,72917565440.0,22.738576313335383
INCY,Incyte Corporation,Healthcare,14.758828,11.523761,3.8939862,3.7158175,10.491,3.031,0.5276568747467945,0.2889254410050405,0.2670717605304381,0.30823,0.13888,0.701,3.682,0.79,5361019904.0,20875737088.0,82.8814489571899
IR,Ingersoll Rand Inc.,Industrials,48.648647,18.723816,3.6210213,2.7688048,15.78,4.1,0.4322156841637884,0.2598280335931683,0.0754372640949523,0.057150003,0.0512,48.353,2.227,1.195,7781300224.0,28176252928.0,11.94892064457284
PODD,Insulet Corporation,Healthcare,35.840748,18.916924,3.6542556,8.137828,17.732,3.68,0.71008,0.2075289575289575,0.10438499724214,0.22997999,0.097449996,77.844,2.487,1.125,2900800000.0,10600264704.0,5.79229871645274
INTC,Intel Corporation,Technology,34.961765,65.80157,9.504556,4.5844793,41.459,10.93,0.3720030623815875,0.2636385726906507,-0.0590368883807775,-0.02911,0.0063099996,36.028,2.312,2.228,53762998272.0,510993399808.0,72.6841272631394
ICE,"Intercontinental Exchange, Inc.",Financial Services,20.473866,15.975508,7.633752,2.7046368,15.179,9.635,1.0,0.6347867558091268,0.3767129797270576,0.13853,0.0211,70.986,1.011,0.922,10435000320.0,79658205184.0,7.954062262718306
IFF,International Flavors & Fragrances Inc.,Basic Materials,22.6548,15.234509,1.7317234,1.3225434,13.111,2.284,0.3634594020249914,0.1741750193352618,0.0765665572488912,0.060510002,0.02123,45.701,1.492,0.956,10787999744.0,18681831424.0,55.45239035954167
IP,International Paper Company,Consumer Cyclical,24.37097,12.578852,0.73267865,1.2041042,6.604,1.087,0.2968653635841523,0.1646193678317686,-0.1083768171887618,-0.16036,0.01788,65.904,1.213,0.927,24341000192.0,17834131456.0,16.449572013397834
INTU,Intuit Inc.,Technology,18.073172,10.842349,3.874617,3.9407034,12.905,3.953,0.8079331250914504,0.3063321371577674,0.2190681037085683,0.22496,0.09465,33.448,1.453,0.964,20924999680.0,81076363264.0,0.5249697132857646
ISRG,"Intuitive Surgical, Inc.",Healthcare,51.48727,36.024963,14.216248,8.614801,37.043,13.602,0.6629213412473406,0.3671860983878394,0.2815225629136676,0.17232999,0.102419995,71.599,4.61,1.453,10582099968.0,150437756928.0,13.556949806949795
IVZ,Invesco Ltd.,Financial Services,16.319958999999997,9.234012,1.8444917,1.2478391,12.93,2.604,0.2891511590636715,0.2013834151108969,-0.1011771150037423,-0.01535,0.02683,14.829,0.822,1.589,6592399872.0,12159627264.0,85.88082901554405
INVH,Invitation Homes Inc.,Real Estate,31.694738,45.33,6.4352922,1.9673309,17.602,9.452,0.5718146203926853,0.5369761355688174,0.2091226449138206,0.061929997,0.02469,97.038,1.497,0.853,2779454976.0,17886605312.0,58.6
IQV,IQVIA Holdings Inc.,Healthcare,22.807453,12.941882,1.8424026,4.925686,15.139,2.732,0.3299061985983662,0.1804352960327759,0.0832732018617196,0.22490999,0.051269997,255.426,0.747,1.215,16632000512.0,30642841600.0,36.93469834012523
IRM,Iron Mountain Incorporated,Real Estate,136.95651,47.125526,5.174087,-30.852104,23.904,8.082,0.5501837738554095,0.3381126596061024,0.0375832409493884,0.074235,0.04557,95.387,0.769,1.218,7245357056.0,37488107520.0,85.6356534090909
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,44.81726,31.392294,2.2395115,7.5602746,17.585,2.331,0.1886067486371078,0.1325309182433458,0.0512679222434133,0.16676001,0.069,43.622,1.258,1.305,12134195200.0,27174670336.0,98.88944503535008
JBL,Jabil Inc.,Technology,48.00067,24.344667,1.1471839,27.966694,17.691,1.287,0.0903664225308457,0.0727645598144882,0.0247650527870779,0.59696996,0.053489998,328.91,1.013,1.287,32667000832.0,37475057664.0,86.15518212542246
JKHY,"Jack Henry & Associates, Inc.",Technology,18.193436,18.419825,3.6790853,4.345208,13.146,3.738,0.4405685777395245,0.2843810656171943,0.2063662128242602,0.24892001,0.13664,6.398,1.744,0.575,2515687936.0,9255430144.0,1.5210608424336884
J,Jacobs Solutions Inc.,Industrials,36.432095,14.927252,1.106947,4.4330506,17.335,1.349,0.234198469663165,0.077803805555739,0.0311060524242769,0.09380999,0.04355,138.776,1.434,0.683,13174574080.0,14583555072.0,28.40152963671128
JNJ,Johnson & Johnson,Healthcare,27.223318,18.452364,5.8621607,6.956128,16.961,6.042,0.6803511860428758,0.3562088947328554,0.218343349395929,0.26416,0.08424,67.73,1.025,0.256,96361996288.0,564889518080.0,83.3982662900555
JCI,Johnson Controls International plc,Industrials,43.944954,25.08151,3.5883276,6.4858274,22.866,4.043,0.3656120831746321,0.1768100487369172,0.0838619857745602,0.13449,0.05446,70.317,1.036,1.337,24433000448.0,87673610240.0,90.15151515151514
KVUE,Kenvue Inc.,Consumer Defensive,21.10643,14.336404,2.22604,3.2089412,11.567,2.625,0.5859926953953616,0.226916039099496,0.1060685307903777,0.15701,0.07072,82.975,0.983,0.504,15292000256.0,34040602624.0,41.914124293785285
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,22.849333,12.219039,2.4769022,1.6612774,17.386,4.558,0.5377715127478754,0.2621576883852691,0.1081208687440982,0.06312,0.036140002,85.985,2.307,0.424,16944000000.0,41968631808.0,53.94755877034358
KEYS,"Keysight Technologies, Inc.",Technology,53.42673,27.983292,9.304799,8.961456,38.777,9.694,0.6366622864651774,0.25,0.1762483574244415,0.18174,0.06555,43.579,1.903,1.221,6088000000.0,56647618560.0,82.33323670563982
KMB,Kimberly-Clark Corporation,Consumer Defensive,19.199226,13.100535,1.9901184,18.344114,11.352,2.298,0.3714665397985362,0.2024039630456985,0.1039502240510233,1.11727,0.10163999,371.264,0.766,0.302,16556000256.0,32948400128.0,15.186500888099472
KIM,Kimco Realty Corporation,Real Estate,27.91954,28.113426,7.5784717,1.5767609,18.669,11.33,0.6896129765872503,0.6068587253628311,0.2698976631545312,0.058579996,0.0232,78.788,0.486,0.981,2161508096.0,16380928000.0,93.20987654320984
KMI,"Kinder Morgan, Inc.",Energy,21.379194,21.215591,4.044272,2.2625895,13.973,5.93,0.4944647087566254,0.4243894011680518,0.1881990257625626,0.10597,0.04319,98.84,0.522,0.539,17524000768.0,70871826432.0,67.91530944625406
KLAC,KLA Corporation,Technology,55.90729,39.67524,19.728786,44.34381,47.788,21.346,0.61446371566888,0.4466952255673077,0.3566222543939236,0.94975996,0.21282,105.4,3.026,1.504,13096660992.0,258381234176.0,87.75528104670711
KHC,The Kraft Heinz Company,Consumer Defensive,22.849333,10.80159,1.0711857,0.63865,7.604,1.753,0.3397359014167014,0.2305722320365234,-0.2304922051428977,-0.12576,0.03467,50.258,1.195,0.076,24989999104.0,26768930816.0,18.884120171673807
KR,The Kroger Co.,Consumer Defensive,41.532467,11.373134,0.2671003,6.9131,8.775,0.481,0.2410018784082701,0.0548014751502909,0.0068340983486331,0.14405,0.05763,415.97,0.801,0.416,147642007552.0,39435223040.0,29.81090100111235
LHX,"L3Harris Technologies, Inc.",Industrials,33.581936,22.662468,4.477017,3.0059428,35.209,5.877,0.3041381434568505,0.1669259423252891,0.1036869852918686,0.2350749999999999,0.07194,34.574,1.3065,0.746,12856000512.0,57556529152.0,50.39443777793464
LH,Labcorp Holdings Inc.,Healthcare,23.548674,13.683092,1.542696,2.5090046,12.308,1.961,0.2883372687227221,0.1592879050757292,0.0665643905841691,0.11047,0.05314,83.407,1.726,0.877,14144199680.0,21820200960.0,46.792525524947045
LRCX,Lam Research Corporation,Technology,58.699806,39.023182,17.87651,36.61803,53.479,19.357,0.4997857717290092,0.3619509904657084,0.3093925920090588,0.66762,0.22778,35.282,2.536,1.868,21681844224.0,387595730944.0,86.15428680542294
LVS,Las Vegas Sands Corp.,Consumer Cyclical,18.671585,13.773954,2.44028,28.002213,9.622,3.382,0.8009461044365209,0.3515283870457593,0.1340611328733879,0.90455,0.099029996,981.405,0.921,0.811,13740000256.0,33529446400.0,34.74687705456937
LDOS,"Leidos Holdings, Inc.",Technology,11.470238,9.523871,0.90918446,3.1428463,9.238,1.281,0.1790639958323809,0.1387269858532119,0.0815396098719057,0.30579,0.09232,137.125,1.397,0.515,17329000448.0,15755257856.0,4.794844507508564
LEN,Lennar Corporation,Consumer Cyclical,13.173382,12.120791,0.6797267,1.0306418,7.78,0.582,0.1687081157613914,0.0748351484520483,0.0533663962431472,0.08076,0.04301,24.992,8.328,1.4,33174865920.0,22549841920.0,16.452584839835076
LII,Lennox International Inc.,Industrials,22.569174,18.998367,3.3580468,14.549065,17.277,3.791,0.3319258884457814,0.2194453752266134,0.150899610298466,0.76791,0.16740999,161.043,1.572,1.19,5257800192.0,17655939072.0,28.700368078941185
LLY,Eli Lilly and Company,Healthcare,40.651085,25.704643,14.113962,32.74952,28.76,14.416,0.828315980415123,0.5012526279959607,0.3498595095072735,1.07459,0.20739001,139.015,1.497,0.517,72248999936.0,1019719647232.0,95.80192070192255
LIN,Linde plc,Basic Materials,33.863304,25.891428,6.8083997,6.121294,19.031,7.463,0.4876641310587679,0.3921512103086591,0.2043572405948307,0.18229,0.07237,65.642,0.828,0.732,34654998528.0,235945082880.0,91.79026217228468
LYV,"Live Nation Entertainment, Inc.",Communication Services,22.744318,74.62457,1.4570264,-265.4967,27.145,1.583,0.2586818023167252,0.058321625633745,-0.0160204547071948,0.14927,0.02179,738.269,0.885,1.124,25612318720.0,37317824512.0,70.16629933880988
LMT,Lockheed Martin Corporation,Industrials,25.340754,16.31472,1.6071854,16.078743,17.32,1.844,0.0990599940250079,0.1064495474745187,0.0638164711051106,0.6764,0.07226,276.365,1.135,0.106,75106000896.0,120709267456.0,40.23910035829577
L,Loews Corporation,Financial Services,13.702927,37.139656,1.1969937,1.1848996,7.833,1.346,0.3604104882381304,0.1718606669721798,0.0882527713815798,0.09217,0.019,45.603,0.503,0.535,18514999296.0,22162337792.0,74.4223249200142
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,17.846153,15.664277,1.3385855,-12.776567,12.553,1.788,0.3329262606985386,0.1424452157567563,0.0748920106925637,0.30857,0.12792,121.351,1.093,0.857,88433999872.0,118376472576.0,8.610305598929289
LITE,Lumentum Holdings Inc.,Technology,154.3536,48.35097,27.362722,73.81167,133.458,27.288,0.4083748803536347,0.2044687454476769,0.1764185912962464,0.22834998,0.028900001,111.445,1.137,1.479,2488399872.0,68089393152.0,79.06126590337117
LYB,LyondellBasell Industries N.V.,Basic Materials,29.881052,8.5896435,0.7034843,2.0786986,14.941,1.118,0.0922724289225379,0.074849184920459,-0.0229501559656202,-0.060089998,0.017439999,141.24,1.538,0.328,29673000960.0,20871264256.0,54.50897072710104
MPC,Marathon Petroleum Corporation,Energy,17.493422,11.182553,0.57100576,4.650471,11.387,0.859,0.1073882262282953,0.0754564289386224,0.0340429263178585,0.27458,0.051459998,146.523,1.176,0.522,135946002432.0,77625950208.0,94.37054835664637
MAR,"Marriott International, Inc.",Consumer Cyclical,41.00941,29.990482,14.39019,-25.360632,25.037,16.502,0.7903675011135858,0.6591035723830735,0.3596881959910913,0.30857,0.09765001,121.351,0.46,1.105,7184000000.0,103379124224.0,96.78524005870432
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,20.743126,14.661888,2.905527,5.49214,12.942,3.589,0.4385289261303651,0.2773558196298238,0.1426390951646077,0.27571,0.07271,151.634,1.112,0.611,27516999680.0,79951388672.0,12.152145643693109
MLM,"Martin Marietta Materials, Inc.",Basic Materials,36.184406,25.22309,5.4643188,3.072018,19.097,6.346,0.2974802988854365,0.3322834578689319,0.1519685008737058,0.0947,0.04775,50.35,2.279,1.102,6350000128.0,34698424320.0,28.280079745675955
MAS,Masco Corporation,Industrials,17.272278,14.842734,1.8331851,-58.149998,11.938,2.251,0.3568172909446143,0.1885662179882487,0.108998566613373,84.57143,0.15679,12229.63,1.751,1.313,7679000064.0,14077028352.0,55.254398478364266
MA,Mastercard Incorporated,Financial Services,28.4448,21.616743,12.811433,64.95446,20.415,12.859,1.0,0.629865342745078,0.4587642592583764,2.32076,0.25032,282.059,0.981,0.738,33938999296.0,434807209984.0,20.09107468123865
MKC,"McCormick & Company, Incorporated",Consumer Defensive,7.8188524,14.291108,1.8037723,1.836118,13.15,2.511,0.3818138341623344,0.1909491233907944,0.2311674330064865,0.25347,0.048779998,65.158,0.758,0.641,7108700160.0,12822476800.0,8.623275344931015
MCD,McDonald's Corporation,Consumer Cyclical,23.070429,19.696226,7.2504168,-154.73758,16.645,9.017,0.5734897790650759,0.5417547329313495,0.3161844981933559,0.30857,0.13561,121.351,1.136,0.414,27445999616.0,198994935808.0,11.602407911709864
MCK,McKesson Corporation,Healthcare,20.300156,15.48015,0.2321428,-43.045303,14.111,0.241,0.036008722734386,0.0170636776849871,0.0118037818090537,0.142364995,0.04992,71.599,0.854,0.315,403430014976.0,93653377024.0,39.25966850828729
MDT,Medtronic plc,Healthcare,21.91153,12.683078,2.885599,2.1412666,12.408,3.44,0.6538334386506764,0.2772247303143863,0.1320261733309453,0.09929,0.061004998,57.06,1.488,0.597,36364001280.0,104931917824.0,25.49969715324047
MRK,"Merck & Co., Inc.",Healthcare,34.360565,12.754158,4.5807867,6.5665374,11.535,5.177,0.767257610106622,0.4488048901386037,0.1358563413107386,0.18944,0.12578,106.936,1.299,0.218,65768001536.0,301269188608.0,93.48184818481847
META,"Meta Platforms, Inc.",Communication Services,21.2179,16.129585,6.887751,6.075011,14.625,7.437,0.8194061111407513,0.508496833151681,0.3283681394480309,0.32930002,0.16395001,35.608,2.348,1.229,214962995200.0,1480611594240.0,22.834160657994847
MET,"MetLife, Inc.",Financial Services,16.421663,7.7220926,0.7041115,2.007282,12.794,0.98,0.2375489707575034,0.076600847371098,0.0442617023783767,0.13014,0.00453,178.019,2.086,0.783,77583998976.0,54627786752.0,97.82850779510022
MTD,Mettler-Toledo International Inc.,Healthcare,27.106054,22.531881,5.7081356,-557.28894,21.373,6.363,0.5918611071519759,0.2977119453400227,0.2139624959414952,0.142364995,0.20573999,71.599,1.202,1.263,4089782016.0,23345031168.0,26.330359276666933
MGM,MGM Resorts International,Consumer Cyclical,65.0,20.440165,0.68529063,4.9889603,18.626,2.391,0.4416020967720679,0.128355064208818,0.0105971001870738,0.13488,0.01844,951.186,1.335,1.311,17715318784.0,12140141568.0,81.51785714285714
MCHP,Microchip Technology Incorporated,Technology,409.36362,22.01267,10.355417,7.581446,47.251,12.222,0.5773482763629063,0.2586620461989558,0.0252063409743524,0.03405,0.02226,87.715,2.092,1.725,4713099776.0,48819658752.0,72.33838647848057
MU,"Micron Technology, Inc.",Technology,41.893448,8.386438,17.24151,13.832526,30.417,19.261,0.5843699955367491,0.6332352282639575,0.4148557188776344,0.39823002,0.20145,14.902,2.897,2.173,58119000064.0,1002059333632.0,79.64012942357822
MSFT,Microsoft Corporation,Technology,24.952627,21.639168,9.772502,7.50677,17.494,10.139,0.6830928100825694,0.5795559337916987,0.3934232554758759,0.34013999,0.14814,30.271,1.283,1.103,318272995328.0,3110323617792.0,31.34262188080536
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,41.956062,35.592545,7.463724,2.907558,17.496,9.798,0.5849718673117372,0.5600210854935113,0.1742422660984192,0.06711,0.03188,99.825,0.076,0.744,2213555968.0,16521370624.0,53.98453761522454
MRNA,"Moderna, Inc.",Healthcare,26.364431,-11.260116,8.442185,2.5369775,-7.205,7.444,-0.6988764533609407,-1.0332584854510305,-1.4355056017403858,-0.36556998,-0.13093,17.522,2.409,1.03,2224999936.0,18783862784.0,67.23906627314194
TAP,Molson Coors Beverage Company,Consumer Defensive,22.849333,7.839089,0.65749764,0.7314894,5.536,1.21,0.3862153480829312,0.2185148009452307,-0.1885357224774945,-0.18080999,0.04492,62.567,0.535,0.419,11187800064.0,7355952128.0,5.288403157255587
MDLZ,"Mondelez International, Inc.",Consumer Defensive,31.09901,18.55133,2.051671,3.1316051,18.873,2.505,0.287706096155748,0.1327091407476867,0.0663800114488745,0.101610005,0.03426,83.793,0.542,0.4,39303999488.0,80638877696.0,58.2456140350877
MPWR,"Monolithic Power Systems, Inc.",Technology,108.16797,50.391827,25.24976,20.303534,93.147,27.001,0.5517505512229839,0.2898792265659135,0.2298398131161679,0.19574,0.121300004,0.543,4.787,1.691,2957090048.0,74665811968.0,81.38761984120143
MNST,Monster Beverage Corporation,Consumer Defensive,43.536236,34.842587,10.02358,10.098611,29.658,9.519,0.5547071336305582,0.3209649297285614,0.231082278209775,0.26654,0.17725,1.082,3.257,0.542,8793075712.0,88138096640.0,99.5957711442786
MCO,Moody's Corporation,Financial Services,32.614223,24.412632,10.072572,26.487165,22.155,10.733,0.7443159903005492,0.484440513019712,0.3169058915638228,0.71361,0.14818,235.539,1.157,1.339,7872999936.0,79301353472.0,35.760719225449535
MOS,The Mosaic Company,Basic Materials,157.57143,12.046087,0.5641174,0.59401673,6.479,1.039,0.1330785560673656,0.1603523846730285,0.0036204190429144,0.0059399996,0.02,48.19,1.246,0.808,12429500416.0,7011697152.0,6.7474048442906485
MSI,"Motorola Solutions, Inc.",Technology,33.245163,22.260117,5.7659264,26.931469,22.009,6.48,0.5150825584882764,0.2944051274546922,0.1761038047621693,0.99289,0.11216,374.132,1.071,0.89,11868000256.0,68430016512.0,39.801294595815136
MSCI,MSCI Inc.,Financial Services,35.265648,27.437672,13.86324,-16.227407,26.985,15.819,0.8285620742054555,0.586208684163922,0.4073843597552326,0.149905,0.20547001,56.213,0.864,1.226,3239459072.0,44909400064.0,81.07346796657382
NDAQ,"Nasdaq, Inc.",Financial Services,26.253014,19.680498,9.096243,4.090675,18.35,10.89,1.0,0.5934674504421019,0.3528326384469213,0.162,0.055549998,79.058,0.996,0.974,5418999808.0,49292537856.0,40.76923076923074
NTAP,"NetApp, Inc.",Technology,26.492912,17.062176,4.8115077,28.7671,18.016,4.93,0.7074367757649298,0.2736462110411448,0.1842599226891111,1.06734,0.09824,184.086,1.436,1.434,6925000192.0,33319692288.0,75.18660480129108
NFLX,"Netflix, Inc.",Communication Services,26.291935,21.216972,7.3197594,11.030585,24.359,7.423,0.4902873944159517,0.3047238226334742,0.2852131143302196,0.48494998,0.15402001,53.788,1.407,1.491,46889992192.0,343201120256.0,10.997885119702216
NEM,Newmont Corporation,Basic Materials,13.138782,8.900565,4.331615,3.1121354,6.89,4.509,0.673556018942728,0.6544500481115104,0.3387006241781463,0.25832,0.14887,15.762,2.443,0.455,24966000640.0,108143099904.0,59.44444444444444
NWSA,News Corporation,Communication Services,34.386078,21.038895,1.6828835,1.7412347,12.893,1.834,0.5717045527272727,0.1422727272727272,0.0507954545454545,0.06524,0.04113,31.559,1.702,0.893,8800000000.0,14809374720.0,52.76301806588736
NWS,News Corporation,Communication Services,39.443035,24.132963,1.9303753,1.9973079,14.616,2.079,0.5717045527272727,0.1422727272727272,0.0507954545454545,0.06524,0.04113,31.559,1.702,0.893,8800000000.0,16987302912.0,56.1942517343905
NEE,"NextEra Energy, Inc.",Utilities,21.817259,19.545647,6.433598,3.246101,20.657,10.496,0.6140099048649371,0.5081102374646721,0.2936912433776787,0.10325,0.02412,156.686,0.542,0.671,27865999360.0,179278643200.0,59.461172741679846
NKE,"NIKE, Inc.",Consumer Cyclical,28.266447,23.57463,1.3676314,4.51313,17.525,1.456,0.4091954555291291,0.0830556950539674,0.0483631737164331,0.16016,0.05195,79.333,2.139,1.116,46522998784.0,63626313728.0,4.160226687274606
NI,NiSource Inc.,Utilities,23.288559,20.875513,3.2896838,2.3698866,13.741,6.008,0.5069846598882323,0.4372114225811356,0.1410855854523883,0.091120005,0.033859998,140.908,0.646,0.547,6822099968.0,22442551296.0,79.3922127255461
NDSN,Nordson Corporation,Industrials,30.28602,22.828247,5.44546,5.0866656,19.57,6.142,0.5521757783143714,0.3138178066027339,0.1818808623306036,0.1714,0.079239994,61.637,2.597,0.98,2903636992.0,15811639296.0,78.10590631364562
NSC,Norfolk Southern Corporation,Industrials,26.580946,23.273653,5.8106904,4.480083,15.265,6.999,0.4585145537418901,0.4585145537418901,0.21887567320542,0.17615,0.05888,111.586,0.907,1.272,12184999936.0,70803259392.0,86.69719094171514
NOC,Northrop Grumman Corporation,Industrials,17.103638,18.097622,1.8285463,4.5264316,12.716,2.193,0.2051832811814485,0.172469131839823,0.1080085901240836,0.28511998,0.07362,102.682,1.152,-0.121,42367000576.0,77470023680.0,24.311212663090256
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,15.040322,9.243014,0.85357213,3.5215256,9.421,2.46,0.4304697905871611,0.2611658128620299,0.0566436316014696,0.29533002,0.044439998,661.444,0.21,1.908,10031259648.0,8562403840.0,32.569169960474305
NRG,"NRG Energy, Inc.",Utilities,141.99449,11.109763,0.84185445,6.508588,23.017,1.605,0.1644639367588933,0.0697257865612648,0.0053112648221343,0.062480003,0.022449998,479.237,0.838,1.216,32384000000.0,27262615552.0,11.630782659295903
NUE,Nucor Corporation,Basic Materials,25.363457,15.869279,1.7027903,2.7851565,13.216,1.917,0.14063230679135,0.1450234111093684,0.0679449609609004,0.12285,0.06146,31.595,2.901,1.906,34160001024.0,58167316480.0,95.843906453604
NVDA,NVIDIA Corporation,Technology,31.54205,16.265648,19.709045,31.873455,31.727,20.716,0.7414543419884212,0.6529383694775477,0.6296594017152297,1.14288,0.52727,6.555,3.441,2.202,253491003392.0,4996428988416.0,69.02057107767887
NVR,"NVR, Inc.",Consumer Cyclical,15.213577,14.817508,1.695879,4.871518,9.685,1.625,0.2248994280660152,0.1678222677273876,0.1248928223942134,0.33257,0.17388001,31.22,5.576,0.924,9917295616.0,16818533376.0,23.40862357126588
NXPI,NXP Semiconductors N.V.,Technology,28.70105,17.04605,6.014075,6.9473343,21.561,7.112,0.5563218261114073,0.3298454153697894,0.2103051860911984,0.25812998,0.08144,103.991,2.241,1.788,12615000064.0,75867553792.0,74.86460656259956
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,29.338762,24.900612,4.0999656,-70.257416,20.008,4.49,0.5163171383808932,0.224388058798192,0.1430276337463581,0.30857,0.13809,121.351,0.755,0.523,18205607936.0,74642366464.0,20.196833547282832
OXY,Occidental Petroleum Corporation,Energy,77.60135,14.236133,2.7045264,1.8573923,7.395,3.791,0.6975709008096577,0.5126662963541936,0.0348501339990682,0.04053,0.02497,41.989,1.21,0.124,21119000576.0,57116897280.0,65.0087260034904
ODFL,"Old Dominion Freight Line, Inc.",Industrials,50.941544,38.995117,9.300629,11.543665,29.746,9.313,0.3894618152179104,0.3130725685726331,0.1846149410516001,0.23331,0.15029,0.909,1.565,1.18,5456226816.0,50746339328.0,95.83367172906684
OMC,Omnicom Group Inc.,Communication Services,22.744318,6.104678,1.0857159,2.280744,9.429,1.501,0.1843183176904101,0.159212887697093,0.0031779019178227,0.02015,0.04467,110.574,0.912,0.659,19824400384.0,21523666944.0,44.09788867562378
ON,ON Semiconductor Corporation,Technology,88.38235,28.180902,7.708089,6.4509206,25.648,8.663,0.4266534884865869,0.3377535943235642,0.094623117589332,0.074939996,0.06827,44.337,4.873,1.977,6063000064.0,46734143488.0,83.709606020363
OKE,"ONEOK, Inc.",Energy,15.828877,14.3673525,1.5892203,2.5023954,11.943,2.547,0.2963583660074368,0.2132427970079794,0.1003010988598009,0.15903,0.05657,149.644,0.71,0.714,35204001792.0,55946915840.0,77.31669266770672
ORCL,Oracle Corporation,Technology,38.04301,26.307116,9.528171,18.196468,29.455,12.614,0.670843999333911,0.428257068166411,0.2526374919255885,0.57572,0.06335,415.265,1.347,1.655,64076001280.0,610527084544.0,36.80322045938906
OTIS,Otis Worldwide Corporation,Industrials,18.75266,14.947047,1.8471919,-4.78813,13.811,2.351,0.3054550319144451,0.1702054977201371,0.1011128510636155,0.2350749999999999,0.13346,76.913,0.837,0.896,14647000064.0,27055820800.0,4.184748915065121
PCAR,PACCAR Inc,Industrials,24.982979,17.335459,2.224529,3.127697,21.287,2.469,0.1358298865297313,0.1159843944283572,0.0891301518299047,0.13108,0.041479997,76.163,5.558,0.992,27779600384.0,61796528128.0,65.43150848673203
PKG,Packaging Corporation of America,Consumer Cyclical,27.149633,18.212517,2.1575444,4.3073034,12.081,2.574,0.2175323535365948,0.2130293609025146,0.0798927967228801,0.16313,0.08369,95.185,3.071,0.835,9216100352.0,19884144640.0,59.32046332046331
PLTR,Palantir Technologies Inc.,Technology,151.86517,65.15996,62.023335,38.34326,164.494,63.549,0.8407393958816931,0.3863295948974196,0.4367253183109855,0.32587,0.14702,2.477,6.907,1.515,5224174080.0,324020699136.0,18.320352184219427
PANW,"Palo Alto Networks, Inc.",Technology,239.73683,66.543785,21.000282,20.455055,152.752,21.365,0.7196436346714733,0.1398670677771867,0.0794701344190092,0.048309997,0.017719999,7.698,0.856,0.942,10606499840.0,222739496960.0,81.85212388297222
PSKY,Paramount Skydance Corporation,Communication Services,330.16666,11.401701,0.38165012,0.9460362,8.948,0.952,0.3255870196593478,0.1063829757230277,-0.0208290300901448,-0.0076800003,0.02812,130.167,1.1,1.442,29045999616.0,11085409280.0,10.498366013071896
PH,Parker-Hannifin Corporation,Industrials,32.70623,26.043085,5.33087,7.658223,21.736,5.674,0.3744222404574592,0.2610663671221605,0.1658169277190792,0.24841999,0.095410004,65.554,1.129,1.138,20987000832.0,111878979584.0,61.99253443171581
PYPL,"PayPal Holdings, Inc.",Financial Services,7.7786117,7.2013674,1.0841315,1.8469352,6.092,1.187,0.4092903091852197,0.1948182881163305,0.1499673834120138,0.25120002,0.04738,58.28,1.259,1.336,33734000640.0,36572090368.0,7.309941520467836
