symbol,name,sector,current_price,market_cap,pe_ratio,ev_ebitda,altman_z_score,z_score_zone,ml_fair_value,ml_upside,dcf_base_case,dcf_bull,dcf_bear,dcf_upside,cagr,avg_fcf_margin
LHX,"L3Harris Technologies, Inc.",Industrials,308.9538,57556529152.0,33.581936,35.209,2.299,grey,,,192.42686798287215,355.26806077237865,126.9463213518008,-37.7,8.62,10.5
LH,Labcorp Holdings Inc.,Healthcare,266.1,21820200960.0,23.548674,12.308,3.086,safe,261.8906224390244,-1.6,181.9054664978758,362.8422162324291,109.06909579416065,-31.6,5.55,9.28
LRCX,Lam Research Corporation,Technology,309.935,387595730944.0,58.699806,53.479,24.564,safe,337.7464709224826,9.0,53.18581875003468,89.15649801842508,38.68709517292099,-82.8,2.29,24.89
LVS,Las Vegas Sands Corp.,Consumer Cyclical,50.6,33529446400.0,18.671585,9.622,2.392,grey,55.63565407668517,10.0,-0.6270670231577217,13.213384624981918,-6.162716426247157,-101.2,30.0,2.18
LDOS,"Leidos Holdings, Inc.",Technology,125.255,15755257856.0,11.470238,9.238,3.568,safe,124.69875551440896,-0.4,117.19552977410434,235.4419189140457,69.60418011701502,-6.4,6.06,7.38
LEN,Lennar Corporation,Consumer Cyclical,91.555,22549841920.0,13.173382,7.78,3.855,safe,106.04596161429484,15.8,177.47320968467682,287.15940805419086,133.22814724843428,93.8,0.51,7.69
LII,Lennox International Inc.,Industrials,507.355,17655939072.0,22.569174,17.277,7.648,safe,517.0478372853676,1.9,172.72347596695562,329.79017385883736,109.4398154835388,-66.0,3.26,10.24
LLY,Eli Lilly and Company,Healthcare,1143.515,1019719647232.0,40.651085,28.76,9.155,safe,1123.8508376990178,-1.7,88.64335062546985,188.7378496640201,48.6093930681842,-92.2,30.0,4.24
LIN,Linde plc,Basic Materials,510.32,235945082880.0,33.863304,19.031,4.004,safe,511.271087598628,0.2,107.2150866388896,213.0382042675692,64.53037383776702,-79.0,0.62,15.94
LYV,"Live Nation Entertainment, Inc.",Communication Services,160.36,37317824512.0,22.744318,27.145,2.307,grey,167.67861903461528,4.6,113.24722714403762,200.34190138753797,78.29135856788383,-29.4,14.74,4.63
LMT,Lockheed Martin Corporation,Industrials,523.54,120709267456.0,25.340754,17.32,3.376,safe,518.461702073989,-1.0,364.9592832292373,675.146084622301,240.0375539872908,-30.3,4.38,8.79
L,Loews Corporation,Financial Services,107.705,22162337792.0,13.702927,7.833,,not applicable,,,272.6228688028324,474.6576521856949,191.391435095782,153.1,8.96,17.04
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,211.12,118376472576.0,17.846153,12.553,3.121,safe,208.16744741395175,-1.4,60.58111328008737,149.8586079266255,24.493283381110118,-71.3,-3.85,8.05
LULU,lululemon athletica inc.,Consumer Cyclical,114.9892,13747062784.0,8.67843,5.77,5.633,safe,,,226.08214975392352,392.2137204852141,159.33104046147483,96.6,11.03,11.1
LITE,Lumentum Holdings Inc.,Technology,875.185,68089393152.0,154.3536,133.458,13.811,safe,869.6667475578406,-0.6,4.480148314516961,8.712728950393663,2.771376367941419,-99.5,-1.33,2.44
LYB,LyondellBasell Industries N.V.,Basic Materials,64.67,20871264256.0,29.881052,14.941,1.824,grey,65.8551832245197,1.8,13.474221228435471,44.7928024994032,0.7690926361355214,-79.2,-10.0,6.45
MTB,M&T Bank Corporation,Financial Services,224.48,32873986048.0,12.611237,11.172,,not applicable,,,425.6676992548772,737.6912004871112,300.0980078570608,89.6,6.33,39.92
MPC,Marathon Petroleum Corporation,Energy,265.9,77625950208.0,17.493422,11.387,3.464,safe,290.4348267767079,9.2,123.79102212911002,272.186441632506,63.620684391317226,-53.4,-9.23,6.03
MAR,"Marriott International, Inc.",Consumer Cyclical,392.05,103379124224.0,41.00941,25.037,3.472,safe,378.979673886044,-3.3,112.4416918965456,237.44268808238047,62.16697356331799,-71.3,8.02,9.79
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,165.945,79951388672.0,20.743126,12.942,2.645,not applicable,162.21201714379882,-2.2,133.5332902663814,259.24871009554084,82.99133684081629,-19.5,9.2,16.55
MLM,"Martin Marietta Materials, Inc.",Basic Materials,577.865,34698424320.0,36.184406,19.097,3.622,safe,584.0588472485216,1.1,74.35720541093761,185.82317174786044,29.38280002361072,-87.1,-0.06,12.46
MAS,Masco Corporation,Industrials,69.78,14077028352.0,17.272278,11.938,4.016,safe,71.1993054909113,2.0,30.07388995913178,59.36451601242834,18.22999550189014,-56.9,-4.49,11.21
MA,Mastercard Incorporated,Financial Services,492.095,434807209984.0,28.4448,20.415,9.64,not applicable,485.1374633679615,-1.4,331.7329364629471,581.099432086282,231.62224043338364,-32.6,13.82,40.0
MKC,"McCormick & Company, Incorporated",Consumer Defensive,47.695,12822476800.0,7.8188524,13.15,2.172,grey,51.15987652012859,7.3,21.271677528717586,48.74859476312472,10.197558845854529,-55.4,2.51,10.3
MCD,McDonald's Corporation,Consumer Cyclical,280.075,198994935808.0,23.070429,16.645,4.75,safe,272.3709073650299,-2.8,83.31617446391154,194.11394349644303,38.7061608375676,-70.3,5.06,26.15
MCK,McKesson Corporation,Healthcare,779.12,93653377024.0,20.300156,14.111,6.071,safe,766.5041563699046,-1.6,1028.5986199438062,1801.9907616640185,718.0737752828503,32.0,13.39,1.41
MDT,Medtronic plc,Healthcare,81.73,104931917824.0,21.91153,12.408,2.699,grey,,,44.327650091400415,85.21777936047629,27.843446631238383,-45.8,1.91,16.27
MRK,"Merck & Co., Inc.",Healthcare,121.98,301269188608.0,34.360565,11.535,4.049,safe,120.38207570152308,-1.3,67.32735682679119,125.91310048392732,43.72127691154707,-44.8,3.12,21.81
META,"Meta Platforms, Inc.",Communication Services,583.28,1480611594240.0,21.2179,14.625,8.026,safe,726.9855633689149,24.6,697.9960413422058,1216.8871542810502,490.01561187140976,19.7,19.89,26.26
MET,"MetLife, Inc.",Financial Services,84.9,54627786752.0,16.421663,12.794,,not applicable,,,339.2006210929998,597.8036659451935,235.0344038596602,299.5,3.92,20.74
MTD,Mettler-Toledo International Inc.,Healthcare,1155.26,23345031168.0,27.106054,21.373,9.381,safe,1170.3104890085667,1.3,461.4694538731932,848.9948820433962,305.1768913956778,-60.1,0.9,21.24
MGM,MGM Resorts International,Consumer Cyclical,47.45,12140141568.0,65.0,18.626,0.77,distress,51.70792115973175,9.0,0.7096745628271826,82.6786790504865,-32.2346093671197,-98.5,10.14,8.45
MCHP,Microchip Technology Incorporated,Technology,90.035,48819658752.0,409.36362,47.251,4.713,safe,96.23141730812618,6.9,9.269320199700532,21.38704543211217,4.353476279699409,-89.7,-10.0,26.83
MU,"Micron Technology, Inc.",Technology,888.56,1002059333632.0,41.893448,30.417,23.177,safe,996.1462985105874,12.1,9.066724530955137,13.076879956073144,7.453117148484577,-99.0,6.71,1.0
MSFT,Microsoft Corporation,Technology,418.7051,3110323617792.0,24.952627,17.494,8.594,safe,427.8303921164816,2.2,233.99537923146937,407.272925801069,164.40271440216063,-44.1,12.42,29.14
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,138.455,16521370624.0,41.956062,17.496,1.653,not applicable,137.2103256574686,-0.9,51.57707836916631,120.3843054550403,23.85140323720372,-62.7,3.03,35.68
MRNA,"Moderna, Inc.",Healthcare,47.34,18783862784.0,26.364431,-7.205,3.761,safe,,,10.245994860941158,10.497606515192563,10.14392259927237,-78.4,-10.0,1.0
TAP,Molson Coors Beverage Company,Consumer Defensive,39.221,7355952128.0,22.849333,5.536,0.752,distress,69.26690328853881,76.6,53.04409276371241,112.73705140686766,28.97409704559104,35.2,1.35,10.02
MDLZ,"Mondelez International, Inc.",Consumer Defensive,62.82,80638877696.0,31.09901,18.873,2.341,grey,61.5448061897594,-2.0,33.40617571419929,67.93344757123647,19.514292613161608,-46.8,6.96,9.4
MPWR,"Monolithic Power Systems, Inc.",Technology,1519.76,74665811968.0,108.16797,93.147,70.27,safe,1653.0637169957256,8.8,361.635943395518,605.7883243974148,263.6743853582029,-76.2,15.86,23.6
MNST,Monster Beverage Corporation,Consumer Defensive,90.12,88138096640.0,43.536236,29.658,33.944,safe,88.1159156440942,-2.2,34.339891535697994,56.69107633965776,25.354940702334154,-61.9,9.54,19.13
MCO,Moody's Corporation,Financial Services,453.99,79301353472.0,32.614223,22.155,7.047,not applicable,450.7173705477095,-0.7,257.59131695464663,467.4084061404619,173.31710878107643,-43.3,12.17,30.62
MS,Morgan Stanley,Financial Services,212.272,334813429760.0,19.227537,11.172,,not applicable,,,61.210923607432186,66.96930574988536,58.896102449372776,-71.2,9.52,1.0
MOS,The Mosaic Company,Basic Materials,22.06,7011697152.0,157.57143,6.479,1.92,grey,45.75921361623689,107.4,-3.655525721688748,4.9047300552843325,-7.128197407817813,-116.6,-10.0,4.35
MSI,"Motorola Solutions, Inc.",Technology,412.24,68430016512.0,33.245163,22.009,3.77,safe,409.88795877711976,-0.6,199.7396148581038,378.6006351101595,127.8176617264781,-51.5,8.63,19.22
MSCI,MSCI Inc.,Financial Services,617.5015,44909400064.0,35.265648,26.985,6.072,not applicable,621.7940613240708,0.7,279.14776992681755,540.9998993616294,173.95844111259774,-54.8,11.71,40.0
NDAQ,"Nasdaq, Inc.",Financial Services,87.16,49292537856.0,26.253014,18.35,2.445,not applicable,88.1044157666588,1.1,54.214499069693126,104.21848680506277,34.115721077898954,-37.8,9.89,24.45
NTAP,"NetApp, Inc.",Technology,168.23,33319692288.0,26.492912,18.016,3.256,safe,221.4396367513571,31.6,89.91592191792797,147.53523853224667,66.68179003281026,-46.6,1.32,18.5
NFLX,"Netflix, Inc.",Communication Services,81.5103,343201120256.0,26.291935,24.359,9.859,safe,81.75183314968614,0.3,36.80916081312776,64.1327139863047,25.836039791656518,-54.8,12.64,16.09
NEM,Newmont Corporation,Basic Materials,101.3,108143099904.0,13.138782,6.89,4.156,safe,125.91954442825086,24.3,107.55341517996956,185.9198336142992,76.1716717755514,6.2,23.91,14.5
NWSA,News Corporation,Communication Services,27.165,14809374720.0,34.386078,12.893,2.327,grey,42.69652640126112,57.2,12.983107429960448,22.73121013738671,9.03671889971909,-52.2,-6.63,6.72
NWS,News Corporation,Communication Services,31.16,16987302912.0,39.443035,14.616,2.541,grey,95.85564355193787,207.6,25.940284818517565,45.417021188060936,18.05538953969112,-16.8,-6.63,6.72
NEE,"NextEra Energy, Inc.",Utilities,85.96,179278643200.0,21.817259,20.657,1.187,distress,76.4330862790198,-11.1,-30.128102022361382,-16.626501662975702,-35.555916857869846,-135.0,9.36,7.52
NKE,"NIKE, Inc.",Consumer Cyclical,42.965,63626313728.0,28.266447,17.525,3.632,safe,32.371047171974084,-24.7,45.37481409356249,77.83132101253008,32.27787711872957,5.6,-0.29,9.73
NI,NiSource Inc.,Utilities,46.81,22442551296.0,23.288559,13.741,0.871,distress,51.11005085117719,9.2,-32.74874362834867,-31.25120584424173,-33.35186278846449,-170.0,4.32,1.0
NDSN,Nordson Corporation,Industrials,283.78,15811639296.0,30.28602,19.57,5.37,safe,284.913947943668,0.4,116.1044598823568,219.0446264089764,74.61646373851353,-59.1,2.53,20.72
NSC,Norfolk Southern Corporation,Industrials,315.25,70803259392.0,26.580946,15.265,2.42,grey,310.53514651978617,-1.5,19.92464488301769,82.0090105958874,-5.141955151275461,-93.7,-1.5,14.09
NTRS,Northern Trust Corporation,Financial Services,171.045,31651409920.0,17.910471,11.172,,not applicable,,,148.67731401970826,274.15291416555493,98.17804145829182,-13.1,6.15,24.37
NOC,Northrop Grumman Corporation,Industrials,545.435,77470023680.0,17.103638,12.716,3.019,safe,546.723353021368,0.2,166.33469749440854,357.8882311818682,89.19827448869157,-69.5,4.65,5.91
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,18.65,8562403840.0,15.040322,9.421,,,,,-26.60374093129826,-20.542708021745227,-29.029513970319293,-242.6,26.6,1.0
NRG,"NRG Energy, Inc.",Utilities,129.215,27262615552.0,141.99449,23.017,2.225,grey,135.98690350144253,5.2,-82.79659746789524,-64.55261358623999,-90.1604857132725,-164.1,-0.88,1.5
NUE,Nucor Corporation,Basic Materials,255.41,58167316480.0,25.363457,13.216,5.441,safe,269.6799381578061,5.6,95.66801567374232,170.11566931348892,65.50750985828637,-62.5,-7.84,8.93
NVDA,NVIDIA Corporation,Technology,206.27,4996428988416.0,31.54205,31.727,65.575,safe,218.1604507031089,5.8,143.32698087204685,251.27437621878508,100.15216621948082,-30.5,30.0,37.47
NVR,"NVR, Inc.",Consumer Cyclical,6230.72,16818533376.0,15.213577,9.685,12.545,safe,6182.9680138347385,-0.8,6999.192813212994,11585.506724664145,5148.224175990968,12.3,-0.63,14.1
NXPI,NXP Semiconductors N.V.,Technology,300.5,75867553792.0,28.70105,21.561,3.802,safe,319.945580079689,6.5,71.06061439622592,139.67270546038537,43.34610518919459,-76.4,-2.42,18.2
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,90.07,74642366464.0,29.338762,20.008,4.038,safe,88.85963258790902,-1.3,38.74781595995576,73.26606139121736,24.861063447539763,-57.0,7.26,12.96
OXY,Occidental Petroleum Corporation,Energy,57.425,57116897280.0,77.60135,7.395,1.488,distress,68.0057479715862,18.4,33.975351046949385,63.4873470924617,22.00310678947201,-40.8,-10.0,26.17
ODFL,"Old Dominion Freight Line, Inc.",Industrials,244.01,50746339328.0,50.941544,29.746,29.172,safe,245.0212266646448,0.4,44.478042264684255,73.00724872722404,32.94354492334206,-81.8,-4.24,15.28
OMC,Omnicom Group Inc.,Communication Services,75.52,21523666944.0,22.744318,9.429,0.941,distress,78.94800007786498,4.5,81.69173095511451,156.8711234973196,51.438953509849,8.2,6.52,10.34
ON,ON Semiconductor Corporation,Technology,120.2,46734143488.0,88.38235,25.648,7.696,safe,132.97017320004454,10.6,18.58111532974501,31.65189414029668,13.2786425212621,-84.5,-10.0,16.32
OKE,"ONEOK, Inc.",Energy,88.8,55946915840.0,15.828877,11.943,1.617,distress,88.67425507519408,-0.1,86.01805905691734,187.1729925021066,45.41654772700704,-3.1,14.53,11.02
ORCL,Oracle Corporation,Technology,212.28,610527084544.0,38.04301,29.455,3.027,safe,314.7493213891572,48.3,8.01002232911249,44.34661819131433,-6.591958106260643,-96.2,10.59,12.6
OTIS,Otis Worldwide Corporation,Industrials,70.51,27055820800.0,18.75266,13.811,2.894,grey,69.77268390496103,-1.0,34.75548183119809,71.7375870684126,19.845944714456618,-50.7,1.79,10.28
PCAR,PACCAR Inc,Industrials,117.42,61796528128.0,24.982979,21.287,3.544,safe,117.64556829397868,0.2,44.74727636455578,83.27725745071803,29.19850004862193,-61.9,-0.44,8.32
PKG,Packaging Corporation of America,Consumer Cyclical,223.17,19884144640.0,27.149633,12.081,3.906,safe,224.2345118439341,0.5,74.53894569032782,155.06126683550275,42.07848672153546,-66.6,1.97,8.27
PLTR,Palantir Technologies Inc.,Technology,135.16,324020699136.0,151.86517,164.494,139.168,safe,147.35807952907442,9.0,29.79920016036962,49.91316027408885,21.754388175332924,-78.0,30.0,31.93
PANW,"Palo Alto Networks, Inc.",Technology,273.3,222739496960.0,239.73683,152.752,9.282,safe,279.25897753128834,2.2,117.39621950358912,203.1482238862313,83.01602015219187,-57.0,18.79,36.75
PSKY,Paramount Skydance Corporation,Communication Services,9.905,11085409280.0,330.16666,8.948,0.502,distress,11.973450015979113,20.9,-9.889462418097295,-7.450448037107373,-10.873214050837657,-199.8,0.73,1.0
PH,Parker-Hannifin Corporation,Industrials,887.32,111878979584.0,32.70623,21.736,6.544,safe,875.9204114252174,-1.3,348.0085147085866,644.8737630233086,228.60012783125137,-60.8,7.76,14.84
PAYX,"Paychex, Inc.",Technology,100.92,36158713856.0,22.278145,24.176,2.773,grey,,,74.80678219285963,133.6716043382679,51.11896972062243,-25.9,6.51,31.59
PYPL,"PayPal Holdings, Inc.",Financial Services,41.46,36572090368.0,7.7786117,6.092,1.83,not applicable,42.97149365104339,3.6,110.5520117899234,190.00348742970976,78.57899693763864,166.6,6.43,17.7
PNR,Pentair plc,Industrials,73.27,11840836608.0,18.409546,12.528,4.054,safe,73.26798142397853,-0.0,34.18171096091658,65.87509782416441,21.396870836060167,-53.3,0.44,13.7
PEP,"PepsiCo, Inc.",Consumer Defensive,143.68,196402069504.0,22.555729,12.641,3.49,safe,143.904649741606,0.2,47.49048344242801,101.324834215194,25.79627641144341,-66.9,2.83,7.79
PFE,Pfizer Inc.,Healthcare,26.13,148926480384.0,19.946566,7.792,2.007,grey,25.66790137391028,-1.8,5.362604503202964,14.45029425470714,1.6759666602934418,-79.5,-10.0,15.93
PCG,PG&E Corporation,Utilities,17.225,37933322240.0,13.352714,9.763,0.508,distress,17.712797172805153,2.8,-26.27061621956547,-25.020104381163144,-26.774160051574235,-252.5,4.77,1.0
PM,Philip Morris International Inc.,Consumer Defensive,179.85,280306810880.0,25.330988,17.276,4.214,safe,177.39924125777924,-1.4,100.71658295851636,193.29407167912183,63.4893613288043,-44.0,8.57,26.93
PSX,Phillips 66,Energy,184.61,74016612352.0,18.224087,13.772,3.835,safe,186.50694269610077,1.0,36.59963198123998,95.16064595344054,12.87290763435762,-80.2,-8.0,3.06
PNW,Pinnacle West Capital Corporation,Utilities,103.665,12562868224.0,19.340485,12.82,0.759,distress,102.11998567571092,-1.5,-117.1377360873454,-111.66310070037318,-119.34017314314085,-213.0,7.28,1.0
PNC,"The PNC Financial Services Group, Inc.",Financial Services,229.85,92299632640.0,13.355608,11.172,,not applicable,,,174.74805221281926,388.9527189501063,88.43409330583003,-24.0,3.01,36.72
POOL,Pool Corporation,Industrials,187.71,6840716288.0,17.252758,12.85,4.248,safe,183.6101844845223,-2.2,105.43090987360227,201.8298750100707,66.4395041152581,-43.8,-5.05,9.81
PPG,"PPG Industries, Inc.",Basic Materials,113.72,25348188160.0,16.292263,11.507,3.777,safe,111.94308967249889,-1.6,34.96323722812736,77.38459451090024,17.851718633581687,-69.3,0.55,6.61
PPL,PPL Corporation,Utilities,35.815,26945425408.0,21.972391,12.46,0.988,distress,35.27156537209189,-1.5,-23.430816224970656,-22.114675138418075,-23.960823373290484,-165.4,4.59,1.0
PFG,"Principal Financial Group, Inc.",Financial Services,105.42,22772025344.0,15.124821,9.951,,not applicable,,,205.26249190779745,337.4101110929123,151.84769331585838,94.7,-3.77,25.24
PG,The Procter & Gamble Company,Consumer Defensive,147.77,344097095680.0,21.603802,14.117,5.429,safe,140.278671162416,-5.1,77.5021574976527,137.81325827127495,53.186271646085146,-47.6,1.67,17.51
PGR,The Progressive Corporation,Financial Services,203.875,118961070080.0,10.370041,7.939,,not applicable,,,777.75255201451,1363.4551536761398,543.0494323076573,281.5,20.9,17.32
PLD,"Prologis, Inc.",Real Estate,145.5,136339898368.0,36.55779,26.371,2.234,not applicable,148.38381074674635,2.0,49.52225335654725,112.18172896725824,24.366387577741914,-66.0,13.74,40.0
PRU,"Prudential Financial, Inc.",Financial Services,105.07,36493451264.0,10.820804,10.904,,not applicable,,,222.97112667524445,409.4018076494367,147.8261042355364,112.2,2.28,10.84
PEG,Public Service Enterprise Group Incorporated,Utilities,79.61,39671365632.0,17.612831,13.119,1.303,distress,91.77506213550106,15.3,-43.81218714731058,-40.75070774565767,-45.04373036063807,-155.0,7.48,1.0
PTC,PTC Inc.,Technology,137.46,15877427200.0,13.204612,12.865,4.831,safe,138.27556694538373,0.6,136.20829179466958,240.23988181296383,94.42520748247392,-0.9,12.32,28.11
PSA,Public Storage,Real Estate,312.16,54798360576.0,32.214657,19.848,3.515,not applicable,332.9865177252826,6.7,118.77387507853057,240.7641522742555,69.65394230845047,-62.0,4.88,40.0
PHM,"PulteGroup, Inc.",Consumer Cyclical,118.74,22618349568.0,11.483559,7.87,5.945,safe,118.35674262712143,-0.3,113.1664715174336,193.38363555642275,80.83823718868068,-4.7,2.66,8.85
PWR,"Quanta Services, Inc.",Industrials,694.585,104229527552.0,95.67287,42.861,5.792,safe,720.8822942059054,3.8,243.4018906649401,452.1886998683662,159.6898135071695,-65.0,18.6,5.38
QCOM,QUALCOMM Incorporated,Technology,219.4299,231279116288.0,23.62001,20.089,7.534,safe,243.90024015180265,11.2,131.72159774506702,224.5417944463235,94.27248184853649,-40.0,0.06,25.14
DGX,Quest Diagnostics Incorporated,Healthcare,201.365,22290386944.0,22.27489,12.625,3.385,safe,198.25598269299184,-1.5,112.80637587631756,228.5262380516555,66.19073162712697,-44.0,3.74,11.04
Q,"Qnity Electronics, Inc.",Technology,144.4825,30245851136.0,46.607258,25.092,3.411,safe,,,38.772187319048726,76.94649738936032,23.36994187623081,-73.2,-0.01,19.19
RL,Ralph Lauren Corporation,Consumer Cyclical,366.555,21816012800.0,24.2591,14.977,6.069,safe,577.9532386149408,57.7,363.577145691428,638.4379091573154,253.0282664840188,-0.8,7.99,9.93
RJF,"Raymond James Financial, Inc.",Financial Services,152.15,29651453952.0,14.353772,11.172,,not applicable,,,69.30301992038684,78.61617977419364,65.557867465994,-54.5,8.45,1.0
RTX,RTX Corporation,Industrials,181.87,244921303040.0,34.121952,18.049,2.621,grey,179.86108548742013,-1.1,61.62334757000546,122.54479031229316,37.135036760965086,-66.1,9.72,6.66
O,Realty Income Corporation,Real Estate,61.335,57194430464.0,50.27459,16.764,1.057,not applicable,62.23712969368237,1.5,39.59133608393752,92.65027227855764,18.32393645833725,-35.5,19.8,40.0
REG,Regency Centers Corporation,Real Estate,78.05,14590275584.0,26.821306,18.65,1.597,not applicable,79.23417047344195,1.5,34.476871021247305,78.60571601502161,16.729987104339916,-55.8,8.27,40.0
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,636.75,66756251648.0,15.557049,13.215,6.743,safe,621.2641323999834,-2.4,671.3131482458591,1099.6002184284714,498.90991553063503,5.4,5.62,26.76
RF,Regions Financial Corporation,Financial Services,28.65,24449323008.0,11.887966,11.172,,not applicable,,,32.35485790680052,56.81673679456465,22.49236098257321,12.9,1.65,29.19
RSG,"Republic Services, Inc.",Industrials,211.425,65047883776.0,30.377155,15.002,2.938,grey,208.154788504776,-1.5,80.98138644435717,169.9773244890771,45.17593151754433,-61.7,7.08,13.41
RMD,ResMed Inc.,Healthcare,195.84,28407840768.0,18.867052,12.913,10.49,safe,192.3490235631408,-1.8,159.3321635473775,270.34196478073136,114.7538764547384,-18.6,12.88,19.56
RVTY,"Revvity, Inc.",Healthcare,98.17,10951823360.0,47.197117,16.269,2.459,grey,102.71933242460076,4.6,14.98737398720343,39.475746106380136,5.083600362532143,-84.7,-4.82,13.95
HOOD,"Robinhood Markets, Inc.",Financial Services,79.96,72004386816.0,38.815536,11.172,1.951,not applicable,,,21.335218422948504,32.14162823761688,17.01306929364971,-73.3,30.0,5.91
ROK,"Rockwell Automation, Inc.",Industrials,448.375,49892458496.0,46.65713,27.994,5.814,safe,464.0899958321783,3.5,91.72460466284709,177.2073282091365,57.27121317498661,-79.5,2.44,11.55
ROL,"Rollins, Inc.",Consumer Cyclical,47.78,23004332032.0,43.83486,27.134,10.016,safe,46.49185945316085,-2.7,25.578456250224946,45.3868712952226,17.621241025374523,-46.5,11.74,16.67
ROP,"Roper Technologies, Inc.",Technology,333.705,33676625920.0,20.817528,13.637,2.46,grey,331.6843476254665,-0.6,379.2789630760696,726.531749347591,239.86719631334628,13.7,13.73,26.7
ROST,"Ross Stores, Inc.",Consumer Cyclical,231.466,74249912320.0,32.372868,21.963,7.542,safe,235.6941853016292,1.8,94.74303272331686,162.65187867790326,67.41832766218428,-59.1,6.76,7.9
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,283.49,76030590976.0,17.296522,14.511,2.237,grey,293.60163855118867,3.6,-54.28498930103632,-35.35383119843327,-61.861705881903646,-119.1,26.59,1.0
SPGI,S&P Global Inc.,Financial Services,426.765,126322442240.0,27.010443,17.97,4.149,not applicable,437.565436972973,2.5,295.1258193101742,536.0267540112258,198.33484083785424,-30.8,11.11,31.44
CRM,"Salesforce, Inc.",Technology,186.355,152624742400.0,21.593859,14.37,2.548,grey,190.13110622710624,2.0,247.4671646487313,450.66635622713096,165.7907064179063,32.8,9.82,28.72
SNDK,Sandisk Corporation,Technology,1554.085,230144065536.0,53.20387,45.643,37.439,safe,,,33.58761547555782,40.553586501557945,30.78772703643793,-97.8,9.93,1.0
SBAC,SBA Communications Corporation,Real Estate,208.715,22136942592.0,21.97,20.399,0.475,not applicable,207.5693016350836,-0.5,8.408570574611113,112.28215069116882,-33.4604636931176,-96.0,2.25,40.0
SLB,SLB N.V.,Energy,55.035,82280497152.0,24.244493,12.794,3.303,safe,59.15325241760024,7.5,44.97493775493062,80.70403701800163,30.60637411682561,-18.3,8.33,11.48
STX,Seagate Technology Holdings plc,Technology,856.29,193737408512.0,81.088066,59.95,14.569,safe,914.374299155726,6.8,21.722027857847195,44.23409759921995,12.60128509925356,-97.5,-7.94,9.64
SRE,Sempra,Utilities,91.925,60090458112.0,31.267008,18.719,1.082,distress,106.4039495684779,15.8,-52.008003837183054,-50.32420330173196,-52.68791435287755,-156.6,-1.73,1.0
NOW,"ServiceNow, Inc.",Technology,112.795,116326383616.0,67.139885,41.671,6.447,safe,118.42444951071845,5.0,131.54221047116863,227.74127701347476,93.00632998745736,16.6,22.38,31.24
SHW,The Sherwin-Williams Company,Basic Materials,304.495,75099308032.0,29.25024,19.302,3.537,safe,296.34247649896446,-2.7,68.4070307610032,155.35640483571908,33.35758228264963,-77.5,2.1,9.36
SPG,"Simon Property Group, Inc.",Real Estate,210.34,79924912128.0,14.637439,19.703,1.886,not applicable,210.62406228812415,0.1,45.36466963623158,138.74393885924945,7.785729838348107,-78.4,6.35,40.0
SWKS,"Skyworks Solutions, Inc.",Technology,74.38,11187195904.0,30.991665,12.969,5.116,safe,80.16149753317958,7.8,68.65724753681954,111.1775423030738,51.41518676176472,-7.7,-9.34,29.06
SJM,The J. M. Smucker Company,Consumer Defensive,104.29,11122353152.0,22.849333,9.701,0.971,distress,101.3776747104659,-2.8,34.1080586532049,105.74463592252935,5.241276432303361,-67.3,2.94,8.65
SW,Smurfit Westrock Plc,Consumer Cyclical,41.4703,21749682176.0,57.597633,7.495,1.482,distress,42.11177335199685,1.5,55.17433064437451,116.9502573697664,30.46633118044964,33.0,30.0,3.22
SNA,Snap-on Incorporated,Industrials,381.245,19749220352.0,19.692406,13.676,7.842,safe,377.8287453305781,-0.9,271.8506079972449,452.3859430318898,199.076885595564,-28.7,2.11,18.66
SOLV,Solventum Corporation,Healthcare,81.1,14044469248.0,9.92656,16.906,2.202,grey,62.90254313805355,-22.4,48.30870013303259,99.79786785576816,27.54168251083388,-40.4,0.79,11.76
SO,The Southern Company,Utilities,93.31,105188466688.0,23.864449,12.96,0.996,distress,119.17358692397904,27.7,-63.11672258270826,-60.78436155773103,-64.05762952462865,-167.6,0.31,1.0
LUV,Southwest Airlines Co.,Industrials,41.45,20259672064.0,27.633333,10.51,2.219,grey,41.43423613290758,-0.0,3.165580198770735,9.7671543446164,0.5081787021684574,-92.4,5.63,1.0
SWK,"Stanley Black & Decker, Inc.",Industrials,78.73,12239016960.0,32.266396,11.344,2.049,grey,79.04333346344553,0.4,-31.98355310304927,-24.915847692827818,-34.84026657182564,-140.6,-3.71,1.0
SBUX,Starbucks Corporation,Consumer Cyclical,95.7,109069287424.0,73.05344,24.096,2.68,grey,93.86475042906028,-1.9,24.081764991895323,54.72837627874997,11.741697477568843,-74.8,4.86,8.47
STT,State Street Corporation,Financial Services,161.69,44750462976.0,16.415228,11.172,,not applicable,,,119.74184599363006,203.11520845654584,86.1705085344299,-25.9,4.82,14.93
STLD,"Steel Dynamics, Inc.",Basic Materials,268.12,38666330112.0,28.737406,18.801,6.226,safe,275.19336433849094,2.6,61.49644385754794,117.72943687758102,38.73260024102933,-77.1,-6.53,7.12
